dataset,metadata,hasDocWeight,maximum,mean,minimum,standardDeviation,sum,uniqueCount
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,67,67.0,67,0.0,46985626,701333
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,2,2.0,2,0.0,1402556,2
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,13,13.0,13,0.0,9116614,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,9,9.0,9,0.0,39443391,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,5,5.0,5,0.0,21912995,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,37,37.0,37,0.0,162156163,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,2,2.0,2,0.0,8765198,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,23,23.0,23,0.0,100799777,26296686
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,12,12.0,12,0.0,52591188,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,5,4.884573058132856,3,0.4591835555246114,21407125,13222
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,22,21.884573058132858,20,0.45918355552454176,95911308,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,1,1.0,1,0.0,4382599,10692
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,4,3.884573058132857,2,0.4591835555246056,17024526,2530
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,22,22.0,22,0.0,96417178,21914265
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,36,36.0,36,0.0,157773564,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,5,4.884573058132856,3,0.4591835555246114,21407125,13222
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,4382599,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,22,21.884573058132858,20,0.45918355552454176,95911308,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,1,1.0,1,0.0,4382599,10692
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,11,11.0,11,0.0,48208589,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,9,9.0,9,0.0,39443391,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,5,5.0,5,0.0,21912995,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,4,3.884573058132857,2,0.4591835555246056,17024526,2530
dbpedia-live,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,3455,23.81502250246685,0,80.44172257890449,3958152,2729961
dbpedia-live,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,2622,11.75235854732738,0,44.74963379143811,1953289,866665
dbpedia-live,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,3727,100.20458593054319,2,205.3985573605498,16654403,11540684
dbpedia-live,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,6077,35.56738104979423,0,120.43839002942032,5911441,3597388
dbpedia-live,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,436,11.318993526028255,1,26.03867709535487,1881262,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,6658,60.531834372217276,1,194.27918475820246,10060633,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,166204,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,1961,67.93014608553344,1,130.40952916609154,11290262,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,8275,131.35128516762532,1,319.79256653046383,21831109,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,0,0.0,0,0.0,0,0
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,1,0.05635598074166126,0,0.23060785801075115,81176,1023
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,11,8.101148627305324,1,0.38037171722319607,11669016,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,11,8.101148627305324,1,0.38037171722319607,11669016,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,1440415,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,10,8.10105490431577,1,0.38001774033650554,11668881,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,2,1.012155524623112,0,0.3005003861840098,1457924,754328
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,1,1.0,1,0.0,1440415,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,19,16.190048006997984,2,0.6071619717035394,23320388,1441174
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,2,0.9557995438814508,0,0.20588780958832598,1376748,753301
linked-spending,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
linked-spending,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,86,22.238833332257002,2,9.612325094133917,55097866,
linked-spending,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,86,20.832575865208884,1,7.973260315469137,51613790,
linked-spending,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,2,1.042849151097535,0,0.20868317784204068,2583713,
linked-spending,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,43,6.112241841947212,0,3.6850289255688566,15143397,4838859
linked-spending,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,43,7.56423639140571,0,3.8743742065420452,18740789,4846042
linked-spending,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
linked-spending,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,2477552,
linked-spending,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,49,20.627843129024132,2,7.503797014239496,51106554,
linked-spending,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,4,1.4519945494584978,0,0.5547062834522464,3597392,7200
linked-spending,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,84,33.853333451729775,3,12.837017269436073,83873394,3239719
linked-spending,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,1,1.0,1,0.0,2477552,
lod-katrina,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,23,7.570155094461722,1,6.770383127003363,44616700,
lod-katrina,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
lod-katrina,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,5893763,
lod-katrina,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,13,3.358004894326426,1,2.5895970010975833,19791285,23948
lod-katrina,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,60,22.15762544235321,4,18.152348803541145,130591793,38478589
lod-katrina,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,11,0.5383753978570227,0,0.5892417848937549,3173057,16851
lod-katrina,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,13,2.8196294964694033,0,3.0440590106444283,16618228,7096
lod-katrina,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,61,19.846937007816567,2,18.276160803281385,116973143,
lod-katrina,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,9,5.146973673695396,2,3.0157899359978497,30335043,
lod-katrina,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,98,30.392875824833812,2,29.63157205897768,179128407,
lod-katrina,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
lod-katrina,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
muziekweb,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,7,2.197017006093398,0,3.0296974153077096,5383476,1132123
muziekweb,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
muziekweb,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,6659,13.929697999107885,1,16.91124489948011,34132733,
muziekweb,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,1,1.0,1,0.0,2450357,
muziekweb,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,12,1.9105930278730814,0,2.036370460732462,4681635,1533823
muziekweb,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,336,2.030446583905937,0,0.9099768815023729,4975319,2229827
muziekweb,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,25,9.349618035249557,1,6.79155989860252,22909902,
muziekweb,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
muziekweb,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,6638,18.141259416485028,3,18.4647982832167,44452562,3453225
muziekweb,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,2450357,
muziekweb,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,6660,14.771424327149065,1,17.499947685028697,36195263,
muziekweb,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,338,6.138056617872416,0,4.999832025852379,15040430,4895817
nanopubs,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
nanopubs,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,4,1.6847962,0,0.5889851988510066,8423981,21459
nanopubs,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,34,7.1287102,3,0.6004447388527527,35643551,3277169
nanopubs,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
nanopubs,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,196,34.3771324,16,9.931873295248486,171885662,
nanopubs,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,22,19.5565162,11,1.811598277526649,97782581,
nanopubs,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,157,31.973256,14,6.030255878357412,159866280,
nanopubs,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,32,1.7255676,0,1.4829012299645046,8627838,1033269
nanopubs,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,68,9.31767,3,4.4253618350480695,46588350,
nanopubs,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,142,47.399403,25,5.676726895279631,236997015,47162247
nanopubs,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,4,4.0,4,0.0,20000000,
nanopubs,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,20,3.7183464,1,2.0485096166742878,18591732,2222348
politiquices,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,1,1.0,1,0.0,17773,
politiquices,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,1,1.0,1,0.0,17773,17594
politiquices,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,9,8.999887469757498,8,0.010607430387436936,159955,
politiquices,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
politiquices,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,17773,
politiquices,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,3,3.0,3,0.0,53319,1295
politiquices,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,9,9.0,9,0.0,159957,
politiquices,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,9,9.0,9,0.0,159957,
politiquices,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,2,2.0,2,0.0,35546,17310
politiquices,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,2,2.0,2,0.0,35546,
politiquices,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,12,11.999887469757498,11,0.010607430387436936,213274,18557
politiquices,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,6,6.0,6,0.0,106638,36172
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,1455,4.021812395591873,1,6.1013913921407115,2484547,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,66,2.810645744033359,1,2.4966511632562205,1736327,57578
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,617768,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,3,2.6269651390165887,2,0.48361126276638566,1622855,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,1455,4.021812395591873,1,6.1013913921407115,2484547,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,3,3.41552168451587E-4,0,0.020472776608557734,211,174
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,853,5.06240692298727,1,5.0581154371482855,3127393,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,66,2.8103041918649074,1,2.4967643062709763,1736116,57405
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,850,3.2535385452143846,2,3.0405068802704873,2009932,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,853,5.878723080509188,3,3.2169242198099686,3631687,594855
