dataset,metadata,hasDocWeight,maximum,mean,minimum,standardDeviation,sum,uniqueCount
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,11,10.05786,8,0.6091077247909473,1005786,102022
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,13,13.0,13,0.0,1300000,
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,2,2.0,2,0.0,200000,2
assist-iot-weather-graphs,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,5,5.0,5,0.0,500000,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,2,2.0,2,0.0,200000,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,5,4.99366,3,0.08437893338978922,499366,11112
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,4,3.99366,2,0.08437893338978922,399366,450
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,1,1.0,1,0.0,100000,10662
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,12,12.0,12,0.0,1200000,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,22,21.99366,20,0.08437893339025236,2199366,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,23,23.0,23,0.0,2300000,600028
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,9,9.0,9,0.0,900000,
citypulse-traffic-graphs,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,37,37.0,37,0.0,3700000,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,36,36.0,36,0.0,3600000,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,5,4.99366,3,0.08437893338978922,499366,11112
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,100000,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,5,5.0,5,0.0,500000,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,22,22.0,22,0.0,2200000,500027
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,9,9.0,9,0.0,900000,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,11,11.0,11,0.0,1100000,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,22,21.99366,20,0.08437893339025236,2199366,
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,4,3.99366,2,0.08437893338978922,399366,450
citypulse-traffic,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,1,1.0,1,0.0,100000,10662
dbpedia-live,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,1961,93.6162,1,144.77388672533456,9361620,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,6077,45.61835,1,128.92945207855922,4561835,2808084
dbpedia-live,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,2622,15.64334,0,49.606359004107524,1564334,751830
dbpedia-live,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,6658,78.60478,1,206.43276067802708,7860478,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,0,0.0,0,0.0,0,0
dbpedia-live,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,8275,178.14033,1,347.78908337883627,17814033,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,436,14.71621,1,28.34039860756902,1471621,
dbpedia-live,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,2681,136.31942,2,224.1754966780794,13631942,9703320
dbpedia-live,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,3455,29.97501,0,85.08436616382531,2997501,2056214
dbpedia-live,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,100000,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,1,1.0,1,0.0,100000,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,10,8.11625,1,0.34936504905326987,811625,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,19,16.18602,2,0.48141100901412803,1618602,100253
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,10,8.11625,1,0.34936504905326987,811625,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,10,8.11624,1,0.34935406452482287,811624,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,2,1.04647,0,0.40537703326656294,104647,81324
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,100000,
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,1,0.12276,0,0.3281615187678165,12276,376
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,2,0.92371,0,0.2654992201495138,92371,80949
digital-agenda-indicators,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
linked-spending,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,100000,
linked-spending,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
linked-spending,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,17,8.09395,0,2.4936405910836505,809395,186976
linked-spending,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,23,17.16279,2,2.449503912203434,1716279,
linked-spending,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,1,1.0,1,0.0,100000,
linked-spending,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,34,15.90629,1,2.410188464809342,1590629,
linked-spending,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,1,0.99849,0,0.03882936903942661,99849,
linked-spending,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,30,24.97664,3,2.5249265950518263,2497664,210494
linked-spending,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
linked-spending,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,2,1.00255,0,0.0726876708940367,100255,2538
linked-spending,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,34,17.16898,2,2.4376188708655744,1716898,
linked-spending,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,17,7.0914,0,2.4928710435961183,709140,184438
lod-katrina,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,9,5.14855,2,3.0019098749795936,514855,
lod-katrina,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,10,3.0383,1,2.224592796446127,303830,4038
lod-katrina,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,98,28.62713,2,27.15796085797128,2862713,
lod-katrina,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
lod-katrina,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,57,21.40372,4,17.125418831713283,2140372,614462
lod-katrina,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,9,2.5102,0,2.6861675226984634,251020,1513
lod-katrina,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
lod-katrina,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,100000,
lod-katrina,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
lod-katrina,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,23,7.17827,1,6.220841567432817,717827,
lod-katrina,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,7,0.5281,0,0.5980387863675733,52810,2525
lod-katrina,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,58,18.77016,2,16.836397286070437,1877016,
muziekweb,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,6,5.13894,3,0.9277368573038383,513894,
muziekweb,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,12,3.45232,2,0.5989212115128342,345232,242134
muziekweb,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,1,0.33557,0,0.4721893424252606,33557,33413
muziekweb,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,9,2.19197,1,0.875418482270051,219197,118937
muziekweb,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,100000,
muziekweb,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,14,5.09516,3,0.9611475299869432,509516,
muziekweb,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
muziekweb,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,3,0.92478,0,0.2878575196169105,92478,89792
muziekweb,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,14,5.17454,3,1.0113040039473764,517454,
muziekweb,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,1,1.0,1,0.0,100000,
muziekweb,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
muziekweb,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,9,7.78178,5,1.3844204677770398,778178,110452
nanopubs,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,50,49.07266,44,1.9446800570788878,4907266,671463
nanopubs,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,0,0.0,0,0.0,0,
nanopubs,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,4,4.0,4,0.0,400000,
nanopubs,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,10,9.2588,6,1.5541629772967769,925880,
nanopubs,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,21,21.0,21,0.0,2100000,
nanopubs,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,3,3.0,3,0.0,300000,60104
nanopubs,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,34,33.0735,29,1.9427037216209224,3307350,
nanopubs,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,2,2.0,2,0.0,200000,4
nanopubs,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,2,2.0,2,0.0,200000,154
nanopubs,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,7,7.0,7,0.0,700000,60262
nanopubs,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,33,32.07266,27,1.9446800570788294,3207266,
nanopubs,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#BlankNodeCountStatistics,1,0,0.0,0,0.0,0,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#DatatypeLiteralCountStatistics,4,49,1.87546,1,0.9745408089967297,187546,37263
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#GraphCountStatistics,10,1,1.0,1,0.0,100000,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#SubjectCountStatistics,7,850,2.46103,2,5.244191199708493,246103,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#SimpleLiteralCountStatistics,3,3,6.6E-4,0,0.03375743473666208,66,66
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#LiteralCountStatistics,2,49,1.87612,1,0.9752608602830322,187612,37329
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#ObjectCountStatistics,9,853,3.32939,1,5.457374114709381,332939,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#LanguageLiteralCountStatistics,5,0,0.0,0,0.0,0,0
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#QuotedTripleCountStatistics,6,1455,2.26648,1,9.275426050031342,226648,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#IriCountStatistics,0,853,5.02972,3,5.3001562921861085,502972,102657
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#StatementCountStatistics,11,1455,2.26648,1,9.275426050031342,226648,
yago-annotated-facts,https://w3id.org/riverbench/schema/metadata#PredicateCountStatistics,8,3,2.57646,2,0.4941192855981233,257646,
